GPS Time,Engine Coolant Temperature(°C)
2022/02/24 09:05:30,63
2022/02/24 09:05:31,63
2022/02/24 09:05:32,63
2022/02/24 09:05:33,63
2022/02/24 09:05:34,63
2022/02/24 09:05:35,63
2022/02/24 09:05:36,63
2022/02/24 09:05:37,63
2022/02/24 09:05:38,63
2022/02/24 09:05:39,63
2022/02/24 09:05:40,64
2022/02/24 09:05:41,64
2022/02/24 09:05:42,64
2022/02/24 09:05:43,64
2022/02/24 09:05:44,64
2022/02/24 09:05:45,64
2022/02/24 09:05:46,64
2022/02/24 09:05:47,64
2022/02/24 09:05:48,64
2022/02/24 09:05:49,64
2022/02/24 09:05:50,65
2022/02/24 09:05:51,65
2022/02/24 09:05:52,65
2022/02/24 09:05:53,65
2022/02/24 09:05:54,65
2022/02/24 09:05:55,65
2022/02/24 09:05:56,65
2022/02/24 09:05:57,65
2022/02/24 09:05:58,65
2022/02/24 09:05:59,65
2022/02/24 09:06:00,65
2022/02/24 09:06:01,65
2022/02/24 09:06:02,65
2022/02/24 09:06:03,65
2022/02/24 09:06:04,65
2022/02/24 09:06:05,65
2022/02/24 09:06:06,65
2022/02/24 09:06:07,65
2022/02/24 09:06:08,65
2022/02/24 09:06:09,65
2022/02/24 09:06:10,65
2022/02/24 09:06:11,65
2022/02/24 09:06:12,65
2022/02/24 09:06:13,65
2022/02/24 09:06:14,65
2022/02/24 09:06:15,65
2022/02/24 09:06:16,65
2022/02/24 09:06:17,65
2022/02/24 09:06:18,65
2022/02/24 09:06:19,65
2022/02/24 09:06:20,65
2022/02/24 09:06:21,65
2022/02/24 09:06:22,65
2022/02/24 09:06:23,65
2022/02/24 09:06:24,65
2022/02/24 09:06:25,65
2022/02/24 09:06:26,65
2022/02/24 09:06:27,65
2022/02/24 09:06:28,65
2022/02/24 09:06:29,65
2022/02/24 09:06:30,65
2022/02/24 09:06:31,66
2022/02/24 09:06:32,66
2022/02/24 09:06:33,66
2022/02/24 09:06:34,66
2022/02/24 09:06:35,66
2022/02/24 09:06:36,66
2022/02/24 09:06:37,66
2022/02/24 09:06:38,66
2022/02/24 09:06:39,66
2022/02/24 09:06:40,66
2022/02/24 09:06:41,66
2022/02/24 09:06:42,66
2022/02/24 09:06:43,66
2022/02/24 09:06:44,67
2022/02/24 09:06:45,67
2022/02/24 09:06:46,67
2022/02/24 09:06:47,67
2022/02/24 09:06:48,67
2022/02/24 09:06:49,67
2022/02/24 09:06:50,67
2022/02/24 09:06:51,67
2022/02/24 09:06:52,67
2022/02/24 09:06:53,67
2022/02/24 09:06:54,68
2022/02/24 09:06:55,68
2022/02/24 09:06:56,68
2022/02/24 09:06:57,68
2022/02/24 09:06:58,68
2022/02/24 09:06:59,68
2022/02/24 09:07:00,68
2022/02/24 09:07:01,68
2022/02/24 09:07:02,68
2022/02/24 09:07:03,68
2022/02/24 09:07:04,68
2022/02/24 09:07:05,68
2022/02/24 09:07:06,68
2022/02/24 09:07:07,68
2022/02/24 09:07:08,68
2022/02/24 09:07:09,68
2022/02/24 09:07:10,68
2022/02/24 09:07:11,68
2022/02/24 09:07:12,68
2022/02/24 09:07:13,68
2022/02/24 09:07:14,68
2022/02/24 09:07:15,68
2022/02/24 09:07:16,68
2022/02/24 09:07:17,68
2022/02/24 09:07:18,68
2022/02/24 09:07:19,68
2022/02/24 09:07:20,68
2022/02/24 09:07:21,68
2022/02/24 09:07:22,69
2022/02/24 09:07:23,69
2022/02/24 09:07:24,69
2022/02/24 09:07:25,69
2022/02/24 09:07:26,69
2022/02/24 09:07:27,69
2022/02/24 09:07:28,69
2022/02/24 09:07:29,69
2022/02/24 09:07:30,69
2022/02/24 09:07:31,69
2022/02/24 09:07:32,69
2022/02/24 09:07:33,69
2022/02/24 09:07:34,69
2022/02/24 09:07:35,69
2022/02/24 09:07:36,69
2022/02/24 09:07:37,69
2022/02/24 09:07:38,69
2022/02/24 09:07:39,69
2022/02/24 09:07:40,69
2022/02/24 09:07:41,69
2022/02/24 09:07:42,69
2022/02/24 09:07:43,69
2022/02/24 09:07:44,69
2022/02/24 09:07:45,70
2022/02/24 09:07:46,70
2022/02/24 09:07:47,70
2022/02/24 09:07:48,70
2022/02/24 09:07:49,70
2022/02/24 09:07:50,71
2022/02/24 09:07:51,71
2022/02/24 09:07:52,71
2022/02/24 09:07:53,71
2022/02/24 09:07:54,71
2022/02/24 09:07:55,71
2022/02/24 09:07:56,71
2022/02/24 09:07:57,71
2022/02/24 09:07:58,71
2022/02/24 09:07:59,71
2022/02/24 09:08:00,71
2022/02/24 09:08:01,71
2022/02/24 09:08:02,71
2022/02/24 09:08:03,72
2022/02/24 09:08:04,72
2022/02/24 09:08:05,72
2022/02/24 09:08:06,72
2022/02/24 09:08:07,72
2022/02/24 09:08:08,72
2022/02/24 09:08:09,72
2022/02/24 09:08:10,72
2022/02/24 09:08:11,72
2022/02/24 09:08:12,72
2022/02/24 09:08:13,73
2022/02/24 09:08:14,73
2022/02/24 09:08:15,73
2022/02/24 09:08:16,73
2022/02/24 09:08:17,73
2022/02/24 09:08:18,73
2022/02/24 09:08:19,73
2022/02/24 09:08:20,73
2022/02/24 09:08:21,73
2022/02/24 09:08:22,73
2022/02/24 09:08:23,73
2022/02/24 09:08:24,73
2022/02/24 09:08:25,73
2022/02/24 09:08:26,73
2022/02/24 09:08:27,74
2022/02/24 09:08:28,74
2022/02/24 09:08:29,74
2022/02/24 09:08:30,74
2022/02/24 09:08:31,74
2022/02/24 09:08:32,74
2022/02/24 09:08:33,74
2022/02/24 09:08:34,74
2022/02/24 09:08:35,74
2022/02/24 09:08:36,74
2022/02/24 09:08:37,74
2022/02/24 09:08:38,74
2022/02/24 09:08:39,74
2022/02/24 09:08:40,74
2022/02/24 09:08:41,74
2022/02/24 09:08:42,74
2022/02/24 09:08:43,74
2022/02/24 09:08:44,74
2022/02/24 09:08:45,74
2022/02/24 09:08:46,74
2022/02/24 09:08:47,74
2022/02/24 09:08:48,74
2022/02/24 09:08:49,74
2022/02/24 09:08:50,74
2022/02/24 09:08:51,74
2022/02/24 09:08:52,74
2022/02/24 09:08:53,74
2022/02/24 09:08:54,74
2022/02/24 09:08:55,74
2022/02/24 09:08:56,74
2022/02/24 09:08:57,74
2022/02/24 09:08:58,75
2022/02/24 09:08:59,75
2022/02/24 09:09:00,75
2022/02/24 09:09:01,75
2022/02/24 09:09:02,75
2022/02/24 09:09:03,75
2022/02/24 09:09:04,75
2022/02/24 09:09:05,75
2022/02/24 09:09:06,75
2022/02/24 09:09:07,75
2022/02/24 09:09:08,75
2022/02/24 09:09:09,75
2022/02/24 09:09:10,75
2022/02/24 09:09:11,75
2022/02/24 09:09:12,75
2022/02/24 09:09:13,75
2022/02/24 09:09:14,75
2022/02/24 09:09:15,75
2022/02/24 09:09:16,75
2022/02/24 09:09:17,75
2022/02/24 09:09:18,75
2022/02/24 09:09:19,75
2022/02/24 09:09:20,75
2022/02/24 09:09:21,75
2022/02/24 09:09:22,75
2022/02/24 09:09:23,75
2022/02/24 09:09:24,75
2022/02/24 09:09:25,75
2022/02/24 09:09:26,76
2022/02/24 09:09:27,76
2022/02/24 09:09:28,76
2022/02/24 09:09:29,76
2022/02/24 09:09:30,76
2022/02/24 09:09:31,76
2022/02/24 09:09:32,76
2022/02/24 09:09:33,76
2022/02/24 09:09:34,76
2022/02/24 09:09:35,77
2022/02/24 09:09:36,77
2022/02/24 09:09:37,77
2022/02/24 09:09:38,77
2022/02/24 09:09:39,77
2022/02/24 09:09:40,77
2022/02/24 09:09:41,77
2022/02/24 09:09:42,77
2022/02/24 09:09:43,77
2022/02/24 09:09:44,78
2022/02/24 09:09:45,78
2022/02/24 09:09:46,78
2022/02/24 09:09:47,78
2022/02/24 09:09:48,78
2022/02/24 09:09:49,78
2022/02/24 09:09:50,78
2022/02/24 09:09:51,78
2022/02/24 09:09:52,78
2022/02/24 09:09:53,78
2022/02/24 09:09:54,78
2022/02/24 09:09:55,78
2022/02/24 09:09:56,78
2022/02/24 09:09:57,78
2022/02/24 09:09:58,78
2022/02/24 09:09:59,78
2022/02/24 09:10:00,78
2022/02/24 09:10:01,78
2022/02/24 09:10:02,79
2022/02/24 09:10:03,79
2022/02/24 09:10:04,79
2022/02/24 09:10:05,79
2022/02/24 09:10:06,79
2022/02/24 09:10:07,79
2022/02/24 09:10:08,79
2022/02/24 09:10:09,79
2022/02/24 09:10:10,79
2022/02/24 09:10:11,79
2022/02/24 09:10:12,79
2022/02/24 09:10:13,79
2022/02/24 09:10:14,79
2022/02/24 09:10:15,79
2022/02/24 09:10:16,79
2022/02/24 09:10:17,79
2022/02/24 09:10:18,79
2022/02/24 09:10:19,79
2022/02/24 09:10:20,79
2022/02/24 09:10:21,79
2022/02/24 09:10:22,80
2022/02/24 09:10:23,80
2022/02/24 09:10:24,80
2022/02/24 09:10:25,80
2022/02/24 09:10:26,80
2022/02/24 09:10:27,80
2022/02/24 09:10:28,80
2022/02/24 09:10:29,80
2022/02/24 09:10:30,80
2022/02/24 09:10:31,80
2022/02/24 09:10:32,80
2022/02/24 09:10:33,80
2022/02/24 09:10:34,80
2022/02/24 09:10:35,80
2022/02/24 09:10:36,80
2022/02/24 09:10:37,80
2022/02/24 09:10:38,80
2022/02/24 09:10:39,80
2022/02/24 09:10:40,80
2022/02/24 09:10:41,80
2022/02/24 09:10:42,80
2022/02/24 09:10:43,80
2022/02/24 09:10:44,80
2022/02/24 09:10:45,80
2022/02/24 09:10:46,80
2022/02/24 09:10:47,80
2022/02/24 09:10:48,80
2022/02/24 09:10:49,80
2022/02/24 09:10:50,80
2022/02/24 09:10:51,80
2022/02/24 09:10:52,80
2022/02/24 09:10:53,80
2022/02/24 09:10:54,80
2022/02/24 09:10:55,80
2022/02/24 09:10:56,80
2022/02/24 09:10:57,80
2022/02/24 09:10:58,80
2022/02/24 09:10:59,80
2022/02/24 09:11:00,80
2022/02/24 09:11:01,80
2022/02/24 09:11:02,80
2022/02/24 09:11:03,80
2022/02/24 09:11:04,80
2022/02/24 09:11:05,80
2022/02/24 09:11:06,80
2022/02/24 09:11:07,80
2022/02/24 09:11:08,80
2022/02/24 09:11:09,80
2022/02/24 09:11:10,80
2022/02/24 09:11:11,80
2022/02/24 09:11:12,80
2022/02/24 09:11:13,80
2022/02/24 09:11:14,80
2022/02/24 09:11:15,80
2022/02/24 09:11:16,80
2022/02/24 09:11:17,81
2022/02/24 09:11:18,81
2022/02/24 09:11:19,81
2022/02/24 09:11:20,81
2022/02/24 09:11:21,81
2022/02/24 09:11:22,81
2022/02/24 09:11:23,81
2022/02/24 09:11:24,81
2022/02/24 09:11:25,81
2022/02/24 09:11:26,81
2022/02/24 09:11:27,81
2022/02/24 09:11:28,81
2022/02/24 09:11:29,81
2022/02/24 09:11:30,81
2022/02/24 09:11:31,81
2022/02/24 09:11:32,81
2022/02/24 09:11:33,81
2022/02/24 09:11:34,81
2022/02/24 09:11:35,81
2022/02/24 09:11:36,81
2022/02/24 09:11:37,81
2022/02/24 09:11:38,81
2022/02/24 09:11:39,81
2022/02/24 09:11:40,81
2022/02/24 09:11:41,81
2022/02/24 09:11:42,81
2022/02/24 09:11:43,81
2022/02/24 09:11:44,81
2022/02/24 09:11:45,81
2022/02/24 09:11:46,81
2022/02/24 09:11:47,81
2022/02/24 09:11:48,81
2022/02/24 09:11:49,81
2022/02/24 09:11:50,81
2022/02/24 09:11:51,81
2022/02/24 09:11:52,81
2022/02/24 09:11:53,81
2022/02/24 09:11:54,82
2022/02/24 09:11:55,82
2022/02/24 09:11:56,82
2022/02/24 09:11:57,82
2022/02/24 09:11:58,82
2022/02/24 09:11:59,82
2022/02/24 09:12:00,82
2022/02/24 09:12:01,82
2022/02/24 09:12:02,82
2022/02/24 09:12:03,82
2022/02/24 09:12:04,82
2022/02/24 09:12:05,82
2022/02/24 09:12:06,82
2022/02/24 09:12:07,82
2022/02/24 09:12:08,82
2022/02/24 09:12:09,82
2022/02/24 09:12:10,82
2022/02/24 09:12:11,82
2022/02/24 09:12:12,82
2022/02/24 09:12:13,82
2022/02/24 09:12:14,82
2022/02/24 09:12:15,82
2022/02/24 09:12:16,82
2022/02/24 09:12:17,82
2022/02/24 09:12:18,82
2022/02/24 09:12:19,82
2022/02/24 09:12:20,82
2022/02/24 09:12:21,82
2022/02/24 09:12:22,82
2022/02/24 09:12:23,82
2022/02/24 09:12:24,82
2022/02/24 09:12:25,82
2022/02/24 09:12:26,82
2022/02/24 09:12:27,82
2022/02/24 09:12:28,82
2022/02/24 09:12:29,82
2022/02/24 09:12:30,83
2022/02/24 09:12:31,83
2022/02/24 09:12:32,83
2022/02/24 09:12:33,83
2022/02/24 09:12:34,83
2022/02/24 09:12:35,83
2022/02/24 09:12:36,83
2022/02/24 09:12:37,83
2022/02/24 09:12:38,83
2022/02/24 09:12:39,83
2022/02/24 09:12:40,83
2022/02/24 09:12:41,83
2022/02/24 09:12:42,83
2022/02/24 09:12:43,83
2022/02/24 09:12:44,83
2022/02/24 09:12:45,83
2022/02/24 09:12:46,83
2022/02/24 09:12:47,83
2022/02/24 09:12:48,83
2022/02/24 09:12:49,83
2022/02/24 09:12:50,83
2022/02/24 09:12:51,83
2022/02/24 09:12:52,83
2022/02/24 09:12:53,83
2022/02/24 09:12:54,83
2022/02/24 09:12:55,83
2022/02/24 09:12:56,83
2022/02/24 09:12:57,83
2022/02/24 09:12:58,83
2022/02/24 09:12:59,83
2022/02/24 09:13:00,83
2022/02/24 09:13:01,83
2022/02/24 09:13:02,83
2022/02/24 09:13:03,83
2022/02/24 09:13:04,83
2022/02/24 09:13:05,83
2022/02/24 09:13:06,83
2022/02/24 09:13:07,83
2022/02/24 09:13:08,83
2022/02/24 09:13:09,83
2022/02/24 09:13:10,83
2022/02/24 09:13:11,83
2022/02/24 09:13:12,83
2022/02/24 09:13:13,83
2022/02/24 09:13:14,83
2022/02/24 09:13:15,83
2022/02/24 09:13:16,83
2022/02/24 09:13:17,83
2022/02/24 09:13:18,83
2022/02/24 09:13:19,83
2022/02/24 09:13:20,83
2022/02/24 09:13:21,83
2022/02/24 09:13:22,83
2022/02/24 09:13:23,83
2022/02/24 09:13:24,83
2022/02/24 09:13:25,83
2022/02/24 09:13:26,83
2022/02/24 09:13:27,83
2022/02/24 09:13:28,83
2022/02/24 09:13:29,83
2022/02/24 09:13:30,83
2022/02/24 09:13:31,83
2022/02/24 09:13:32,83
2022/02/24 09:13:33,83
2022/02/24 09:13:34,83
2022/02/24 09:13:35,83
2022/02/24 09:13:36,83
2022/02/24 09:13:37,83
2022/02/24 09:13:38,83
2022/02/24 09:13:39,83
2022/02/24 09:13:40,83
2022/02/24 09:13:41,83
2022/02/24 09:13:42,83
2022/02/24 09:13:43,83
2022/02/24 09:13:44,82
2022/02/24 09:13:45,82
2022/02/24 09:13:46,82
2022/02/24 09:13:47,82
2022/02/24 09:13:48,82
2022/02/24 09:13:49,82
2022/02/24 09:13:50,82
2022/02/24 09:13:51,82
2022/02/24 09:13:52,82
2022/02/24 09:13:53,82
2022/02/24 09:13:54,82
2022/02/24 09:13:55,82
2022/02/24 09:13:56,82
2022/02/24 09:13:57,82
2022/02/24 09:13:58,82
2022/02/24 09:13:59,82
2022/02/24 09:14:00,82
2022/02/24 09:14:01,82
2022/02/24 09:14:02,82
2022/02/24 09:14:03,82
2022/02/24 09:14:04,82
2022/02/24 09:14:05,82
2022/02/24 09:14:06,82
2022/02/24 09:14:07,83
2022/02/24 09:14:08,83
2022/02/24 09:14:09,83
2022/02/24 09:14:10,83
2022/02/24 09:14:11,83
2022/02/24 09:14:12,83
2022/02/24 09:14:13,83
2022/02/24 09:14:14,83
2022/02/24 09:14:15,83
2022/02/24 09:14:16,83
2022/02/24 09:14:17,83
2022/02/24 09:14:18,83
2022/02/24 09:14:19,83
2022/02/24 09:14:20,83
2022/02/24 09:14:21,83
2022/02/24 09:14:22,83
2022/02/24 09:14:23,83
2022/02/24 09:14:24,83
2022/02/24 09:14:25,83
2022/02/24 09:14:26,83
2022/02/24 09:14:27,83
2022/02/24 09:14:28,83
2022/02/24 09:14:29,83
2022/02/24 09:14:30,83
2022/02/24 09:14:31,83
2022/02/24 09:14:32,83
2022/02/24 09:14:33,83
2022/02/24 09:14:34,83
2022/02/24 09:14:35,83
2022/02/24 09:14:36,83
2022/02/24 09:14:37,83
2022/02/24 09:14:38,83
2022/02/24 09:14:39,83
2022/02/24 09:14:40,83
2022/02/24 09:14:41,83
2022/02/24 09:14:42,83
2022/02/24 09:14:43,83
2022/02/24 09:14:44,83
2022/02/24 09:14:45,83
2022/02/24 09:14:46,83
2022/02/24 09:14:47,83
2022/02/24 09:14:48,84
2022/02/24 09:14:49,84
2022/02/24 09:14:50,84
2022/02/24 09:14:51,84
2022/02/24 09:14:52,84
2022/02/24 09:14:53,84
2022/02/24 09:14:54,84
2022/02/24 09:14:55,84
2022/02/24 09:14:56,84
2022/02/24 09:14:57,84
2022/02/24 09:14:58,84
2022/02/24 09:14:59,84
2022/02/24 09:15:00,84
2022/02/24 09:15:01,84
2022/02/24 09:15:02,84
2022/02/24 09:15:03,84
2022/02/24 09:15:04,84
2022/02/24 09:15:05,84
2022/02/24 09:15:06,84
2022/02/24 09:15:07,84
2022/02/24 09:15:08,84
2022/02/24 09:15:09,84
2022/02/24 09:15:10,84
2022/02/24 09:15:11,84
2022/02/24 09:15:12,84
2022/02/24 09:15:13,84
2022/02/24 09:15:14,84
2022/02/24 09:15:15,84
2022/02/24 09:15:16,84
2022/02/24 09:15:17,84
2022/02/24 09:15:18,84
2022/02/24 09:15:19,84
2022/02/24 09:15:20,84
2022/02/24 09:15:21,84
2022/02/24 09:15:22,84
2022/02/24 09:15:23,85
2022/02/24 09:15:24,85
2022/02/24 09:15:25,85
2022/02/24 09:15:26,85
2022/02/24 09:15:27,85
2022/02/24 09:15:28,85
2022/02/24 09:15:29,85
2022/02/24 09:15:30,85
2022/02/24 09:15:31,86
2022/02/24 09:15:32,86
2022/02/24 09:15:33,86
2022/02/24 09:15:34,86
2022/02/24 09:15:35,86
2022/02/24 09:15:36,86
2022/02/24 09:15:37,86
2022/02/24 09:15:38,86
2022/02/24 09:15:39,86
2022/02/24 09:15:40,86
2022/02/24 09:15:41,86
2022/02/24 09:15:42,86
2022/02/24 09:15:43,86
2022/02/24 09:15:44,86
2022/02/24 09:15:45,86
2022/02/24 09:15:46,86
2022/02/24 09:15:47,86
2022/02/24 09:15:48,86
2022/02/24 09:15:49,86
2022/02/24 09:15:50,86
2022/02/24 09:15:51,86
2022/02/24 09:15:52,86
2022/02/24 09:15:53,86
2022/02/24 09:15:54,86
2022/02/24 09:15:55,86
2022/02/24 09:15:56,86
2022/02/24 09:15:57,86
2022/02/24 09:15:58,86
2022/02/24 09:15:59,86
2022/02/24 09:16:00,86
2022/02/24 09:16:01,86
2022/02/24 09:16:02,86
2022/02/24 09:16:03,86
2022/02/24 09:16:04,86
2022/02/24 09:16:05,86
2022/02/24 09:16:06,86
2022/02/24 09:16:07,85
2022/02/24 09:16:08,85
2022/02/24 09:16:09,85
2022/02/24 09:16:10,85
2022/02/24 09:16:11,85
2022/02/24 09:16:12,85
2022/02/24 09:16:13,85
2022/02/24 09:16:14,85
2022/02/24 09:16:15,85
2022/02/24 09:16:16,85
2022/02/24 09:16:17,85
2022/02/24 09:16:18,85
2022/02/24 09:16:19,85
2022/02/24 09:16:20,85
2022/02/24 09:16:21,85
2022/02/24 09:16:22,85
2022/02/24 09:16:23,85
2022/02/24 09:16:24,85
2022/02/24 09:16:25,85
2022/02/24 09:16:26,85
2022/02/24 09:16:27,85
2022/02/24 09:16:28,85
2022/02/24 09:16:29,85
2022/02/24 09:16:30,85
2022/02/24 09:16:31,85
2022/02/24 09:16:32,85
2022/02/24 09:16:33,85
2022/02/24 09:16:34,85
2022/02/24 09:16:35,85
2022/02/24 09:16:36,85
2022/02/24 09:16:37,85
2022/02/24 09:16:38,85
2022/02/24 09:16:39,85
2022/02/24 09:16:40,86
2022/02/24 09:16:41,86
2022/02/24 09:16:42,86
2022/02/24 09:16:43,86
2022/02/24 09:16:44,86
2022/02/24 09:16:45,86
2022/02/24 09:16:46,86
2022/02/24 09:16:47,86
2022/02/24 09:16:48,86
2022/02/24 09:16:49,86
2022/02/24 09:16:50,86
2022/02/24 09:16:51,86
2022/02/24 09:16:52,86
2022/02/24 09:16:53,86
2022/02/24 09:16:54,86
2022/02/24 09:16:55,86
2022/02/24 09:16:56,86
2022/02/24 09:16:57,86
2022/02/24 09:16:58,86
2022/02/24 09:16:59,86
2022/02/24 09:17:00,86
2022/02/24 09:17:01,86
2022/02/24 09:17:02,87
2022/02/24 09:17:03,87
2022/02/24 09:17:04,87
2022/02/24 09:17:05,87
2022/02/24 09:17:06,87
2022/02/24 09:17:07,87
2022/02/24 09:17:08,87
2022/02/24 09:17:09,87
2022/02/24 09:17:10,88
2022/02/24 09:17:11,88
2022/02/24 09:17:12,88
2022/02/24 09:17:13,88
2022/02/24 09:17:14,88
2022/02/24 09:17:15,88
2022/02/24 09:17:16,88
2022/02/24 09:17:17,88
2022/02/24 09:17:18,88
2022/02/24 09:17:19,88
2022/02/24 09:17:20,88
2022/02/24 09:17:21,88
2022/02/24 09:17:22,88
2022/02/24 09:17:23,88
2022/02/24 09:17:24,88
2022/02/24 09:17:25,88
2022/02/24 09:17:26,88
2022/02/24 09:17:27,88
2022/02/24 09:17:28,88
2022/02/24 09:17:29,88
2022/02/24 09:17:30,88
2022/02/24 09:17:31,88
2022/02/24 09:17:32,88
2022/02/24 09:17:33,88
2022/02/24 09:17:34,88
2022/02/24 09:17:35,88
2022/02/24 09:17:36,88
2022/02/24 09:17:37,89
2022/02/24 09:17:38,89
2022/02/24 09:17:39,89
2022/02/24 09:17:40,89
2022/02/24 09:17:41,89
2022/02/24 09:17:42,89
2022/02/24 09:17:43,89
2022/02/24 09:17:44,89
2022/02/24 09:17:45,89
2022/02/24 09:17:46,89
2022/02/24 09:17:47,89
2022/02/24 09:17:48,89
2022/02/24 09:17:49,89
2022/02/24 09:17:50,89
2022/02/24 09:17:51,89
2022/02/24 09:17:52,90
2022/02/24 09:17:53,90
2022/02/24 09:17:54,90
2022/02/24 09:17:55,90
2022/02/24 09:17:56,90
2022/02/24 09:17:57,90
2022/02/24 09:17:58,90
2022/02/24 09:17:59,90
2022/02/24 09:18:00,90
2022/02/24 09:18:01,90
2022/02/24 09:18:02,90
2022/02/24 09:18:03,90
2022/02/24 09:18:04,90
2022/02/24 09:18:05,90
2022/02/24 09:18:06,91
2022/02/24 09:18:07,91
2022/02/24 09:18:08,91
2022/02/24 09:18:09,91
2022/02/24 09:18:10,91
2022/02/24 09:18:11,91
2022/02/24 09:18:12,91
2022/02/24 09:18:13,92
2022/02/24 09:18:14,92
2022/02/24 09:18:15,92
2022/02/24 09:18:16,92
2022/02/24 09:18:17,93
2022/02/24 09:18:18,93
2022/02/24 09:18:19,94
2022/02/24 09:18:20,94
2022/02/24 09:18:21,94
2022/02/24 09:18:22,94
2022/02/24 09:18:23,94
2022/02/24 09:18:24,94
2022/02/24 09:18:25,94
2022/02/24 09:18:26,95
2022/02/24 09:18:27,95
2022/02/24 09:18:28,95
2022/02/24 09:18:29,95
2022/02/24 09:18:30,95
2022/02/24 09:18:31,95
2022/02/24 09:18:32,95
2022/02/24 09:18:33,95
2022/02/24 09:18:34,95
2022/02/24 09:18:35,95
2022/02/24 09:18:36,95
2022/02/24 09:18:37,95
2022/02/24 09:18:38,95
2022/02/24 09:18:39,95
2022/02/24 09:18:40,94
2022/02/24 09:18:41,94
2022/02/24 09:18:42,94
2022/02/24 09:18:43,94
2022/02/24 09:18:44,94
2022/02/24 09:18:45,93
2022/02/24 09:18:46,93
2022/02/24 09:18:47,93
2022/02/24 09:18:48,93
2022/02/24 09:18:49,92
2022/02/24 09:18:50,92
2022/02/24 09:18:51,92
2022/02/24 09:18:52,92
2022/02/24 09:18:53,92
